id;course_id;grade
57;4;11
57;4;7.5
57;4;13.5
57;9;12.5
57;9;18
57;9;10
57;9;14.5
57;9;11.5
57;9;17
57;9;14
57;2;18
57;2;16
57;2;10
57;2;15
57;2;15
57;2;16
57;7;8.5
57;7;11
57;7;10
57;7;9
57;7;11.5
57;7;11.5
57;7;10
57;7;8
57;10;10
57;10;5.5
57;10;16.5
57;10;18
57;10;18
57;1;*
57;1;15
57;1;13
57;1;12.5
57;1;15.5
57;5;8.25
57;5;7.5
57;5;10
57;5;7.5
57;5;7
57;5;7.5
57;5;8
57;5;6.75
57;6;8
57;6;8.75
57;6;8.5
57;6;9.5
57;6;6.25
57;6;8.5
57;6;6.25
62;3;9
62;3;5
62;3;6.5
62;3;7
62;3;6.5
62;3;2
62;3;7.5
62;3;3.5
62;3;12
62;8;13.75
62;8;14
62;8;14.75
62;8;14.5
62;8;16.5
62;8;14
62;8;12.75
62;8;15.75
62;4;*
62;4;12
62;4;11.5
62;4;4
62;4;8
62;4;10
62;4;6
62;4;13
62;4;7.5
62;9;9.5
62;9;13
62;9;13
62;9;12.5
62;9;13
62;9;19.5
62;9;10
62;2;11
62;2;19
62;2;15
62;2;17
62;2;15
62;2;16
62;2;11
62;7;10
62;7;10.5
62;7;9.5
62;7;10.5
62;7;10.5
62;7;9.5
62;7;8.5
62;7;9.5
62;7;10
62;10;12.5
62;10;6.5
62;10;13
62;10;12.5
62;10;12.5
62;1;13.5
62;1;14
62;1;14.5
62;1;14.5
62;1;14.5
62;5;7.5
62;5;9
62;5;6
62;5;10.5
62;5;8.75
62;5;5.75
62;5;9.5
62;5;7.75
62;6;5.25
62;6;7.75
62;6;10
62;6;5
62;6;7.25
62;6;11.5
62;6;9.25
104;3;10.5
104;3;9.5
104;3;11
104;3;9.5
104;3;6
104;3;8.5
104;3;12
104;3;14
104;3;7
104;8;15
104;8;14.25
104;8;13.5
104;8;13.75
104;8;14.5
104;8;16.25
104;8;14.25
104;8;12.75
104;4;4
104;4;11
104;4;8.5
104;4;7.5
104;4;8
104;4;11
104;4;14.5
104;4;10
104;9;8
104;9;15.5
104;9;13
104;9;14
104;9;18.5
104;9;13.5
104;9;15
104;2;15
104;2;13
104;2;8
104;2;12
104;2;17
104;2;16
104;7;11
104;7;10
104;7;9
104;7;9.5
104;7;11.5
104;7;12
104;7;10
104;7;11
104;7;9.5
104;10;14
104;10;11
104;10;14
104;10;17
104;10;16
104;1;14
104;1;16
104;1;15
104;1;16
104;1;14.5
104;5;8.75
104;5;9.5
104;5;8.25
104;5;*
104;5;9.25
104;5;8
104;5;8.25
104;6;5.5
104;6;8.25
104;6;4.25
104;6;8.75
104;6;5.75
104;6;8.25
121;3;*
121;3;8
121;3;5.5
121;3;6.5
121;3;9
121;3;4.5
121;3;9
121;3;3.5
121;3;5.5
121;8;16
121;8;15.75
121;8;14.25
121;8;14.5
121;8;16.5
121;8;16.75
121;8;16.25
121;4;6.5
121;4;8.5
121;4;4.5
121;4;5
121;4;6
121;4;8.5
121;4;6.5
121;4;5.5
121;4;7.5
121;9;7
121;9;10.5
121;9;8.5
121;9;7.5
121;9;10
121;9;7.5
121;9;13.5
121;2;19
121;2;17
121;2;17
121;2;16
121;2;17
121;2;20
121;7;9.5
121;7;9.5
121;7;8
121;7;9.5
121;7;12
121;7;9.5
121;7;9
121;7;8
121;7;8.5
121;10;10.5
121;10;10.5
121;10;16.5
121;10;12
121;10;18.5
121;1;13
121;1;*
121;1;13
121;1;12.5
121;1;13
121;5;6.75
121;5;7.75
121;5;7.75
121;5;7.25
121;5;8.5
121;5;8.75
121;5;10
121;5;9
121;6;8.5
121;6;8
121;6;8.5
121;6;9
121;6;5.75
121;6;8.25
121;6;9.5
124;3;10
124;3;5.5
124;3;6
124;3;12
124;3;10.5
124;3;5.5
124;3;12
124;3;10
124;3;7
124;8;15.25
124;8;14.25
124;8;14.75
124;8;15.75
124;8;14
124;8;12.75
124;8;14
124;8;13.25
124;4;5.5
124;4;11
124;4;10.5
124;4;6.5
124;4;4
124;4;10
124;4;12.5
124;4;3
124;4;9
124;9;12
124;9;11.5
124;9;8.5
124;9;11
124;9;15
124;9;11.5
124;9;13.5
124;2;12
124;2;12
124;2;15
124;2;18
124;2;20
124;2;10
124;2;16
124;7;9
124;7;10.5
124;7;9
124;7;11
124;7;8.5
124;7;11.5
124;7;10.5
124;7;10.5
124;7;10.5
124;10;9
124;10;9
124;10;18
124;10;13.5
124;10;15.5
124;1;15
124;1;14
124;1;15
124;1;15.5
124;1;16.5
124;5;10.25
124;5;11.25
124;5;8.75
124;5;8
124;5;*
124;5;11.25
124;5;10.5
124;6;7
124;6;7.5
124;6;3.5
124;6;8.25
124;6;8.5
124;6;9.5
124;6;8
132;3;9
132;3;9.5
132;3;11.5
132;3;11
132;3;10.5
132;3;11
132;3;8
132;3;7
132;3;14.5
132;8;12.75
132;8;15.25
132;8;14.25
132;8;14.5
132;8;12.75
132;8;12.5
132;8;15
132;4;12.5
132;4;9.5
132;4;11.5
132;4;*
132;4;9
132;4;8.5
132;4;13
132;4;5.5
132;4;4.5
132;9;18.5
132;9;13.5
132;9;13
132;9;17.5
132;9;13.5
132;9;17.5
132;9;8.5
132;2;14
132;2;9
132;2;13
132;2;11
132;2;11
132;2;16
132;2;9
132;7;13.5
132;7;12.5
132;7;13
132;7;9
132;7;11
132;7;9
132;7;9.5
132;7;*
132;7;10.5
132;10;15.5
132;10;11
132;10;17
132;10;15
132;10;11
132;1;13.5
132;1;16
132;1;13
132;1;15
132;1;13.5
132;5;9.75
132;5;11
132;5;9
132;5;7.5
132;5;10
132;5;6.5
132;5;8.75
132;5;8.5
132;6;6.25
132;6;7
132;6;6
132;6;3.75
132;6;8
270;3;8.5
270;3;6.5
270;3;9
270;3;9
270;3;12
270;3;4.5
270;3;7
270;3;10
270;3;7.5
270;8;13.75
270;8;15
270;8;14.75
270;8;15.25
270;8;12.75
270;8;15.5
270;8;15.75
270;8;14.75
270;4;6.5
270;4;6.5
270;4;8
270;4;11
270;4;6.5
270;4;1.5
270;4;9
270;4;8
270;9;10.5
270;9;10.5
270;9;5.5
270;9;11
270;9;16
270;9;10.5
270;9;12
270;2;11
270;2;16
270;2;10
270;2;18
270;2;16
270;2;16
270;7;8.5
270;7;9.5
270;7;10.5
270;7;9
270;7;10.5
270;7;10.5
270;10;13.5
270;10;15
270;10;11.5
270;10;14
270;10;7.5
270;1;16.5
270;1;14
270;1;13
270;1;16
270;1;12
270;5;7.5
270;5;8.75
270;5;7.75
270;5;9
270;5;7.75
270;5;8.25
270;5;10
270;6;7.25
270;6;6.25
270;6;4.25
270;6;6.5
270;6;4.75
270;6;8.25
270;6;7
285;3;11
285;3;9.5
285;3;8
285;3;9
285;3;9
285;3;2
285;3;10
285;3;6.5
285;8;15.25
285;8;15.5
285;8;12.75
285;8;13.75
285;8;13
285;8;14.75
285;8;14.25
285;8;13.5
285;4;7.5
285;4;6.5
285;4;7
285;4;8
285;4;8.5
285;4;11
285;4;5
285;4;7
285;4;9
285;9;14
285;9;6.5
285;9;10
285;9;11
285;9;13
285;9;13.5
285;9;16.5
285;2;12
285;2;16
285;2;16
285;2;11
285;2;10
285;2;17
285;2;14
285;7;11
285;7;9.5
285;7;8
285;7;10.5
285;7;10
285;7;9.5
285;7;10.5
285;7;9.5
285;10;14
285;10;*
285;10;12.5
285;10;9.5
285;10;7.5
285;1;15
285;1;14
285;1;13
285;1;14.5
285;1;14
285;5;10.25
285;5;10
285;5;8.25
285;5;8.25
285;5;6
285;5;10.5
285;5;10.25
285;6;7.25
285;6;9.5
285;6;7.5
285;6;7.5
285;6;4.5
285;6;3.75
285;6;7.5
291;3;*
291;3;6
291;3;7
291;3;5.5
291;3;6.5
291;3;9
291;3;6
291;3;9
291;3;10.5
291;8;12.25
291;8;16.5
291;8;14.75
291;8;12.5
291;8;14.25
291;8;13.75
291;8;14
291;4;4
291;4;9
291;4;13
291;4;7.5
291;4;6
291;4;2.5
291;4;7
291;4;7
291;4;14
291;9;14
291;9;16.5
291;9;11
291;9;18
291;9;9.5
291;9;12
291;9;13
291;2;16
291;2;10
291;2;8
291;2;12
291;2;14
291;2;17
291;7;10.5
291;7;10
291;7;12
291;7;11.5
291;7;11
291;7;10.5
291;7;8
291;7;7.5
291;7;11.5
291;10;10
291;10;12
291;10;13.5
291;10;12
291;1;14
291;1;13
291;1;15
291;1;13.5
291;1;13.5
291;5;9
291;5;8.75
291;5;8.5
291;5;8.5
291;5;8.5
291;5;8
291;5;8
291;5;7.5
291;6;*
291;6;6
291;6;5.75
291;6;7.5
291;6;7.25
291;6;7.25
291;6;9.75
300;3;7
300;3;11
300;3;6.5
300;3;9
300;3;6
300;3;11.5
300;3;12.5
300;3;6
300;8;13
300;8;12
300;8;13.25
300;8;14.5
300;8;14.25
300;8;16
300;8;14.75
300;8;13.75
300;4;6.5
300;4;7
300;4;11
300;4;4
300;4;10.5
300;4;5.5
300;4;7.5
300;4;9.5
300;9;10.5
300;9;13
300;9;13.5
300;9;10
300;9;14
300;9;11
300;9;11.5
300;2;12
300;2;17
300;2;11
300;2;9
300;2;18
300;2;17
300;2;12
300;7;11
300;7;11
300;7;11.5
300;7;8.5
300;7;10.5
300;7;8.5
300;7;9
300;7;8.5
300;7;10.5
300;10;*
300;10;16
300;10;14
300;10;9.5
300;1;14.5
300;1;14.5
300;1;14
300;1;14
300;1;12.5
300;5;10.75
300;5;8
300;5;7.5
300;5;10.25
300;5;10.75
300;5;8.75
300;5;9.5
300;5;9.25
300;6;7.5
300;6;9.25
300;6;8.5
300;6;12.5
300;6;8.5
300;6;10.25
300;6;8.25
305;3;5.5
305;3;10.5
305;3;8.5
305;3;11.5
305;3;7
305;3;10.5
305;3;5.5
305;3;8
305;3;8.5
305;8;11.75
305;8;14
305;8;12.75
305;8;14
305;8;12.25
305;8;14.5
305;8;16
305;4;7.5
305;4;0.5
305;4;8
305;4;8
305;4;7
305;4;12
305;4;3
305;4;16
305;9;11
305;9;11
305;9;11.5
305;9;13
305;9;16
305;9;14
305;9;13.5
305;2;10
305;2;14
305;2;14
305;2;13
305;2;14
305;2;17
305;2;12
305;7;12
305;7;11
305;7;12
305;7;9
305;7;10
305;7;8.5
305;7;11
305;7;9.5
305;7;8.5
305;10;12.5
305;10;15.5
305;10;15
305;10;15.5
305;10;6
305;1;15
305;1;13.5
305;1;13
305;1;14
305;1;13.5
305;5;7
305;5;9
305;5;9.25
305;5;10
305;5;10.25
305;5;8.75
305;5;6
305;5;7.25
305;6;8.75
305;6;6.25
305;6;7.5
305;6;5.25
305;6;7.75
305;6;8.25
305;6;9.25
310;3;8
310;3;5.5
310;3;5.5
310;3;6.5
310;3;14
310;3;11.5
310;3;12.5
310;3;5
310;3;9
310;8;13
310;8;15.25
310;8;14.75
310;8;14.5
310;8;*
310;8;13.75
310;8;12.75
310;8;13.75
310;4;9.5
310;4;13
310;4;12
310;4;7.5
310;4;*
310;4;8
310;4;10
310;4;10
310;4;6.5
310;9;14.5
310;9;8.5
310;9;7.5
310;9;18.5
310;9;*
310;9;13
310;9;7.5
310;2;14
310;2;15
310;2;12
310;2;12
310;2;7
310;2;15
310;2;14
310;7;11
310;7;12
310;7;8.5
310;7;11
310;7;9.5
310;7;10
310;7;8.5
310;7;11.5
310;7;10.5
310;10;12.5
310;10;9.5
310;10;19.5
310;10;9
310;1;15.5
310;1;12.5
310;1;12
310;1;13.5
310;1;15.5
310;5;8
310;5;8
310;5;7.5
310;5;11
310;5;6.5
310;5;8.5
310;5;8.25
310;5;9.5
310;6;5.75
310;6;7.5
310;6;7.75
310;6;6
310;6;7
310;6;3.5
312;3;9
312;3;10
312;3;9
312;3;10.5
312;3;11.5
312;3;10
312;3;8.5
312;3;9
312;3;9
312;8;13.25
312;8;15.5
312;8;14
312;8;12
312;8;13.5
312;8;13.75
312;8;14.75
312;8;15.5
312;4;8
312;4;6
312;4;10
312;4;12.5
312;4;11
312;4;10
312;4;9.5
312;4;12.5
312;4;6
312;9;17.5
312;9;15.5
312;9;17.5
312;9;20
312;9;12.5
312;9;18
312;9;18.5
312;2;12
312;2;8
312;2;12
312;2;14
312;2;11
312;2;9
312;2;10
312;7;9.5
312;7;11.5
312;7;11
312;7;10.5
312;7;11.5
312;7;11.5
312;7;10.5
312;7;11
312;7;9.5
312;10;16
312;10;16.5
312;10;13.5
312;10;15
312;10;9.5
312;1;14
312;1;15
312;1;13
312;1;16
312;1;13.5
312;5;9
312;5;9.5
312;5;5.5
312;5;8.75
312;5;7.75
312;5;9
312;5;9.25
312;6;6
312;6;8.75
312;6;2.75
312;6;11.5
312;6;7.5
312;6;8.25
324;3;9
324;3;9.5
324;3;5.5
324;3;7
324;3;9.5
324;3;13
324;3;8
324;3;6.5
324;3;10
324;8;15
324;8;15.25
324;8;13.5
324;8;14.25
324;8;15
324;8;15.75
324;8;14.75
324;8;13.75
324;4;9
324;4;7.5
324;4;8
324;4;7
324;4;14
324;4;11
324;4;14.5
324;4;7.5
324;4;11
324;9;14.5
324;9;13
324;9;12.5
324;9;17
324;9;9.5
324;9;11.5
324;2;17
324;2;14
324;2;12
324;2;18
324;2;16
324;2;14
324;7;10
324;7;11
324;7;9.5
324;7;10
324;7;9
324;7;11.5
324;7;10
324;7;10.5
324;7;*
324;10;9
324;10;10.5
324;10;20
324;10;12.5
324;10;14.5
324;1;15.5
324;1;14
324;1;13.5
324;5;8.5
324;5;9
324;5;8.25
324;5;10.25
324;5;8.25
324;5;9.75
324;5;10.25
324;5;7.75
324;6;7.75
324;6;7.5
324;6;7
324;6;9.75
324;6;6.75
324;6;8
324;6;9
343;3;4.5
343;3;11
343;3;7.5
343;3;5.5
343;3;6
343;3;10
343;3;4.5
343;3;6.5
343;8;15
343;8;15.5
343;8;15.75
343;8;16.25
343;8;14
343;8;12.5
343;8;15
343;8;13.25
343;4;12
343;4;7.5
343;4;10
343;4;10
343;4;11.5
343;4;10
343;4;9
343;4;8
343;4;8.5
343;9;14
343;9;8.5
343;9;12.5
343;9;11
343;9;5.5
343;9;8.5
343;2;14
343;2;16
343;2;20
343;2;14
343;2;15
343;2;17
343;2;18
343;7;9.5
343;7;10
343;7;10
343;7;11
343;7;9.5
343;7;9
343;7;9
343;7;11
343;7;10
343;10;7
343;10;7
343;10;15.5
343;10;13.5
343;10;8.5
343;1;13.5
343;1;13.5
343;1;14
343;1;14.5
343;1;13
343;5;9.75
343;5;6.5
343;5;7.25
343;5;10.5
343;5;7.5
343;5;9.5
343;5;8.25
343;5;8
343;6;7.5
343;6;6.25
343;6;6.5
343;6;9.75
343;6;7
343;6;6
343;6;4.75
360;3;8.5
360;3;10
360;3;11.5
360;3;10
360;3;5
360;3;6
360;3;8.5
360;3;7.5
360;3;15
360;8;15
360;8;14
360;8;15.75
360;8;14.75
360;8;13.75
360;8;11.25
360;8;15.25
360;8;12.75
360;4;10
360;4;7
360;4;6
360;4;11
360;4;4.5
360;4;9
360;4;10
360;4;9
360;9;19
360;9;15
360;9;15
360;9;14
360;9;13.5
360;9;11
360;9;10.5
360;2;15
360;2;13
360;2;12
360;2;17
360;2;14
360;2;12
360;2;18
360;7;9
360;7;11
360;7;10.5
360;7;9
360;7;10.5
360;7;8.5
360;7;10.5
360;7;13
360;7;9.5
360;10;10
360;10;15
360;10;7.5
360;10;15
360;10;9.5
360;1;10
360;1;14
360;1;14
360;1;16
360;1;15
360;5;9.5
360;5;9.5
360;5;8.5
360;5;7
360;5;7.75
360;5;9.25
360;5;9.25
360;5;8.75
360;6;8.25
360;6;8
360;6;8.75
360;6;9.25
360;6;6.25
360;6;3.25
360;6;6
365;3;10.5
365;3;10
365;3;7
365;3;8
365;3;10
365;3;8
365;3;12.5
365;3;6
365;3;7.5
365;8;14.75
365;8;13.75
365;8;14.25
365;8;15
365;8;13.5
365;8;12.25
365;8;15.5
365;8;14
365;4;7
365;4;7.5
365;4;8
365;4;6
365;4;12.5
365;4;9.5
365;4;9.5
365;4;8.5
365;4;10
365;9;15.5
365;9;12.5
365;9;8
365;9;15
365;9;13
365;9;11.5
365;2;20
365;2;17
365;2;15
365;2;11
365;2;13
365;2;15
365;2;11
365;7;11
365;7;11.5
365;7;11
365;7;11
365;7;8.5
365;7;10
365;7;9.5
365;7;9
365;7;10.5
365;10;15.5
365;10;9.5
365;10;14.5
365;10;9.5
365;10;12
365;1;14
365;1;13.5
365;1;12.5
365;1;15.5
365;1;12.5
365;5;10.5
365;5;6.25
365;5;9.25
365;5;8
365;5;10.25
365;5;11.5
365;5;8.25
365;5;6.5
365;6;11.5
365;6;6.75
365;6;8.5
365;6;4.75
365;6;4.25
365;6;4
365;6;6.75
370;3;9
370;3;8.5
370;3;9.5
370;3;4
370;3;7
370;3;2.5
370;3;9
370;3;5.5
370;3;10.5
370;8;13.75
370;8;14.75
370;8;15
370;8;14
370;8;13.5
370;8;13.75
370;8;16
370;8;15
370;4;10.5
370;4;11
370;4;11
370;4;12.5
370;4;10.5
370;4;7.5
370;4;4
370;4;7.5
370;4;11
370;9;6.5
370;9;14.5
370;9;16
370;9;13.5
370;9;6.5
370;9;9.5
370;9;14
370;2;12
370;2;10
370;2;11
370;2;19
370;2;14
370;2;19
370;7;9.5
370;7;7.5
370;7;8.5
370;7;11
370;7;11
370;7;11.5
370;7;10.5
370;7;11
370;7;8.5
370;10;10
370;10;15.5
370;10;*
370;10;11
370;10;2
370;1;13
370;1;14
370;1;13
370;1;14
370;1;14.5
370;5;8.5
370;5;7.5
370;5;8.75
370;5;9.25
370;5;9.5
370;5;8.75
370;5;9.25
370;6;11.75
370;6;6.25
370;6;9.5
370;6;7.5
370;6;8
370;6;8.75
370;6;5.25
383;3;3
383;3;9.5
383;3;5
383;3;8
383;3;11
383;3;6.5
383;3;7.5
383;3;7
383;3;8.5
383;8;12
383;8;15.5
383;8;14.75
383;8;14
383;8;14.25
383;8;13
383;8;13.25
383;4;9
383;4;7.5
383;4;10.5
383;4;7.5
383;4;9
383;4;6
383;4;9
383;4;3.5
383;4;10
383;9;8
383;9;14
383;9;14
383;9;16.5
383;9;16
383;9;13
383;9;13
383;2;10
383;2;16
383;2;16
383;2;17
383;2;13
383;2;14
383;7;11
383;7;9
383;7;8.5
383;7;10
383;7;10.5
383;7;12
383;7;10.5
383;7;9.5
383;7;9.5
383;10;8.5
383;10;9
383;10;6
383;10;12.5
383;10;8
383;1;14
383;1;13.5
383;1;14.5
383;1;14.5
383;1;14.5
383;5;8
383;5;7.5
383;5;7.75
383;5;10.5
383;5;10.75
383;5;11
383;5;8.75
383;6;3.25
383;6;8.25
383;6;8
383;6;5.25
383;6;6.25
383;6;7.25
383;6;8
397;3;3
397;3;11
397;3;6
397;3;12.5
397;3;11.5
397;3;3.5
397;3;5.5
397;3;8.5
397;3;5.5
397;8;13
397;8;14.25
397;8;13.75
397;8;13
397;8;13.5
397;8;15.75
397;8;14.75
397;8;15
397;4;7
397;4;7.5
397;4;8
397;4;9.5
397;4;4.5
397;4;4
397;4;7.5
397;4;8.5
397;4;5.5
397;9;14.5
397;9;13
397;9;12.5
397;9;14
397;9;10
397;9;19
397;9;9.5
397;2;16
397;2;18
397;2;13
397;2;11
397;2;10
397;2;13
397;2;16
397;7;9.5
397;7;10.5
397;7;11.5
397;7;11
397;7;11
397;7;9
397;7;10.5
397;7;10
397;10;14.5
397;10;20
397;10;13
397;10;10
397;10;10.5
397;1;13
397;1;14
397;1;16
397;1;14
397;1;13.5
397;5;10.25
397;5;7.5
397;5;9.25
397;5;7.5
397;5;9.25
397;5;10.75
397;5;8.25
397;5;9.5
397;6;8
397;6;6.75
397;6;8.25
397;6;8.25
397;6;3.75
397;6;8
397;6;5.5
410;3;*
410;3;5.5
410;3;7.5
410;3;1
410;3;8.5
410;3;4.5
410;3;4.5
410;3;4
410;3;9
410;8;14.25
410;8;14
410;8;13.25
410;8;14.5
410;8;14.75
410;8;16
410;8;13.75
410;4;10.5
410;4;10
410;4;7
410;4;4.5
410;4;11.5
410;4;9
410;4;7.5
410;4;9.5
410;4;9.5
410;9;12
410;9;12
410;9;7.5
410;9;8.5
410;9;11.5
410;9;8
410;9;13
410;2;16
410;2;13
410;2;16
410;2;17
410;2;*
410;2;13
410;2;17
410;7;11
410;7;9
410;7;9
410;7;10.5
410;7;9
410;7;10
410;7;8.5
410;7;9.5
410;7;11.5
410;10;11
410;10;10.5
410;10;15.5
410;10;13
410;10;18
410;1;15
410;1;14
410;1;13
410;1;12
410;1;15
410;5;10.25
410;5;9
410;5;7.5
410;5;11
410;5;6.5
410;5;8.75
410;5;10.75
410;5;7.75
410;6;10.5
410;6;5.75
410;6;6.5
410;6;7.25
410;6;9.75
410;6;9
410;6;10.25
440;3;11.5
440;3;11.5
440;3;3
440;3;8.5
440;3;5.5
440;3;9
440;3;10
440;3;5.5
440;8;12.5
440;8;15.25
440;8;13.5
440;8;15.25
440;8;13.75
440;8;13.25
440;8;*
440;8;13.5
440;4;6.5
440;4;9
440;4;7
440;4;6
440;4;7.5
440;4;8
440;4;2
440;4;12.5
440;4;13.5
440;9;13
440;9;9
440;9;11.5
440;9;10.5
440;9;11
440;9;17
440;9;17.5
440;2;19
440;2;13
440;2;11
440;2;14
440;2;18
440;2;14
440;2;14
440;7;9
440;7;12.5
440;7;10
440;7;8
440;7;8.5
440;7;11.5
440;7;10
440;7;11.5
440;7;9.5
440;10;13
440;10;13
440;10;14
440;10;9.5
440;10;17.5
440;1;13
440;1;16
440;1;14
440;1;15
440;1;14.5
440;5;9.75
440;5;11.75
440;5;7.75
440;5;8.25
440;5;8.5
440;5;7
440;5;8.5
440;5;10
440;6;8.75
440;6;7.25
440;6;6.75
440;6;9.25
440;6;4.75
440;6;7.25
469;3;7.5
469;3;7
469;3;10.5
469;3;12
469;3;9.5
469;3;8
469;3;7
469;3;6
469;3;8
469;8;12
469;8;12.5
469;8;14.75
469;8;14
469;8;13.75
469;8;13.5
469;8;14
469;8;15.75
469;4;10
469;4;7
469;4;14.5
469;4;10
469;4;10
469;4;13.5
469;4;7
469;4;8.5
469;4;9
469;9;11.5
469;9;9
469;9;14
469;9;17
469;9;11
469;9;6.5
469;9;17.5
469;2;13
469;2;9
469;2;15
469;2;10
469;2;12
469;2;13
469;2;11
469;7;11.5
469;7;9.5
469;7;12.5
469;7;10
469;7;11.5
469;7;10.5
469;7;10.5
469;7;11
469;10;14
469;10;15
469;10;11
469;10;15.5
